Price_Record_ID,Vendor_ID,Vendor_Name,Paper_Type,Paper_Grade,Brand,GSM,Finish,Color,Sheet_Size_Name (in),SQ. METER,Price_Per_Sheet,Price_Per_Kg,Price_Per_Ream,Sheets_Per_Ream,Stock_Status,MOQ (Sheets),PKT.,Active,,,,
PP395,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,31.5*41.5,1307.25,30.197475,77.0,15098.7375,500.0,1 Day,1.0,,Yes,,,,
PP396,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,22*28,616,11.858,77.0,5929,500.0,1 Day,1.0,,Yes,,,,
PP397,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,23*36,828,15.939,77.0,7969.5,500.0,1 Day,1.0,,Yes,,,,
PP398,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,25*36,900,17.325,77.0,8662.5,500.0,1 Day,1.0,,Yes,,,,
PP399,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,31.5*41.5,1307.25,25.1645625,77.0,12582.28125,500.0,1 Day,1.0,,Yes,,,,
PP400,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,22*28,616,11.858,77.0,5929,500.0,1 Day,1.0,100.0,Yes,,,,
PP401,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,23*36,828,15.939,77.0,7969.5,500.0,1 Day,1.0,100.0,Yes,,,,
PP402,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,25*38,950,18.2875,77.0,9143.75,500.0,1 Day,1.0,100.0,Yes,,,,
PP403,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,31.5*41.5,1307.25,25.1645625,77.0,12582.28125,500.0,1 Day,1.0,100.0,Yes,,,,
PP404,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,22*28,616,14.14336,82.0,7071.68,500.0,1 Day,1.0,,Yes,,,,
PP405,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,23*36,828,19.01088,82.0,9505.44,500.0,1 Day,1.0,,Yes,,,,
PP406,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,25*38,950,21.812,82.0,10906,500.0,1 Day,1.0,,Yes,,,,
PP407,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,31.5*41.5,1307.25,30.01446,82.0,15007.23,500.0,1 Day,1.0,,Yes,,,,
PP408,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,22*28,616,15.1536,82.0,7576.8,500.0,1 Day,1.0,,Yes,,,,
PP409,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,23*36,828,20.3688,82.0,10184.4,500.0,1 Day,1.0,,Yes,,,,
PP410,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,25*38,950,23.37,82.0,11685,500.0,1 Day,1.0,,Yes,,,,
PP411,VEN005,PARAMOUNT PAPER,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,31.5*41.5,1307.25,32.15835,82.0,16079.175,500.0,1 Day,1.0,,Yes,,,,
PP412,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,20*30,600,3.192,76.0,1596,500.0,1 Day,1.0,,Yes,,,,
PP413,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,25*36,900,4.788,76.0,2394,500.0,1 Day,1.0,,Yes,,,,
PP414,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,23*36,828,4.40496,76.0,2202.48,500.0,1 Day,1.0,,Yes,,,,
PP415,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,20*30,600,3.648,76.0,1824,500.0,1 Day,1.0,,Yes,,,,
PP416,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,25*36,900,5.472,76.0,2736,500.0,1 Day,1.0,,Yes,,,,
PP417,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,23*36,828,5.03424,76.0,2517.12,500.0,1 Day,1.0,,Yes,,,,
PP418,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,20*30,600,4.104,76.0,2052,500.0,1 Day,1.0,,Yes,,,,
PP419,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,25*36,900,6.156,76.0,3078,500.0,1 Day,1.0,,Yes,,,,
PP420,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,23*36,828,5.66352,76.0,2831.76,500.0,1 Day,1.0,,Yes,,,,
PP421,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,100.0,Paper,White,20*30,600,4.56,76.0,2280,500.0,1 Day,1.0,,Yes,,,,
PP422,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,20*30,600,5.472,76.0,2736,500.0,1 Day,1.0,,Yes,,,,
PP423,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,23*36,828,7.55136,76.0,3775.68,500.0,1 Day,1.0,,Yes,,,,
PP424,VEN005,PARAMOUNT PAPER,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,25*36,900,8.208,76.0,4104,500.0,1 Day,1.0,,Yes,,,,
PP425,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,60.0,Paper,White,20*30,600,2.736,76.0,1368,500.0,1 Day,1.0,,Yes,,,,
PP426,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,60.0,Paper,White,23*36,828,3.77568,76.0,1887.84,500.0,1 Day,1.0,,Yes,,,,
PP427,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,60.0,Paper,White,25*36,900,4.104,76.0,2052,500.0,1 Day,1.0,,Yes,,,,
PP428,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,70.0,Paper,White,20*30,600,3.192,76.0,1596,500.0,1 Day,1.0,,Yes,,,,
PP429,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,70.0,Paper,White,23*36,828,4.40496,76.0,2202.48,500.0,1 Day,1.0,,Yes,,,,
PP430,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,70.0,Paper,White,25*36,900,4.788,76.0,2394,500.0,1 Day,1.0,,Yes,,,,
PP431,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,80.0,Paper,White,20*30,600,3.648,76.0,1824,500.0,1 Day,1.0,,Yes,,,,
PP432,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,80.0,Paper,White,23*36,828,5.03424,76.0,2517.12,500.0,1 Day,1.0,,Yes,,,,
PP433,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,80.0,Paper,White,25*36,900,5.472,76.0,2736,500.0,1 Day,1.0,,Yes,,,,
PP434,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,90.0,Paper,White,20*30,600,4.104,76.0,2052,500.0,1 Day,1.0,,Yes,,,,
PP435,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,90.0,Paper,White,23*36,828,5.66352,76.0,2831.76,500.0,1 Day,1.0,,Yes,,,,
PP436,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,90.0,Paper,White,25*36,900,6.156,76.0,3078,500.0,1 Day,1.0,,Yes,,,,
PP437,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,120.0,Paper,White,20*30,600,5.472,76.0,2736,500.0,1 Day,1.0,,Yes,,,,
PP438,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,120.0,Paper,White,23*36,828,7.55136,76.0,3775.68,500.0,1 Day,1.0,,Yes,,,,
PP439,VEN005,PARAMOUNT PAPER,Uncoated(Natural),N.S. MAPLITHO,CENTURY,120.0,Paper,White,23*36,828,7.55136,76.0,3775.68,500.0,1 Day,1.0,,Yes,,,,
PP440,VEN005,PARAMOUNT PAPER,Adhesive Coated ,GUMMING SHEET(AVERY),AVERY,,Paper,White,20*30,600,11.0,570.0,1100,100.0,1 Day,100.0,100.0,Yes,,,,
PP441,VEN005,PARAMOUNT PAPER,Adhesive Coated ,GUMMING SHEET(AVERY),AVERY,,Paper,White,18*24,432,15.0,570.0,1500,100.0,1 Day,100.0,100.0,Yes,,,,
PP442,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),SSP,BALLARPUR,90.0,Paper,White,25*36,900,7.128,88.0,3564,500.0,1 Day,100.0,,,,,,
PP443,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),SSP,BALLARPUR,90.0,Paper,White,23*36,828,6.55776,88.0,3278.88,500.0,1 Day,100.0,,,,,,
PP444,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),SSP,BALLARPUR,90.0,Paper,White,31*40,1240,9.8208,88.0,4910.4,500.0,1 Day,100.0,,,,,,
PP445,VEN006,F.AHMED PAPER HOUSE,Coated Paper (C2S),ART PAPER,,128.0,Paper,White,23*36,828,8.584704,81.0,4292.352,500.0,1 Day,1.0,,Yes,,,,
PP446,VEN006,F.AHMED PAPER HOUSE,Coated Paper (C2S),PINDO HI BULK GOLD,PINDO,210.0,Paper,White,28*40,1120,20.4624,87.0,5115.6,250.0,2 Day,1.0,250.0,Yes,,,,
PP447,VEN006,F.AHMED PAPER HOUSE,Coated Paper (C2S),PINDO HI BULK GOLD,PINDO,210.0,Paper,White,25*36,900,16.443,87.0,4110.75,250.0,1 Day,1.0,250.0,Yes,,,,
PP448,VEN006,F.AHMED PAPER HOUSE,Coated Paper (C2S),PINDO HI BULK GOLD,PINDO,210.0,Paper,White,23*36,828,15.12756,87.0,3781.89,250.0,1 Day,1.0,250.0,Yes,,,,
PP449,VEN006,F.AHMED PAPER HOUSE,Coated Paper (C2S),PINDO HI BULK GOLD,PINDO,210.0,Paper,White,22*28,616,11.25432,87.0,2813.58,250.0,1 Day,1.0,250.0,Yes,,,,
PP450,VEN008,PANNALAL SEAL & SONS,BOND PAPER,JK EXCEL BOND,JK,120.0,Paper,White,25*36,900,11.448,106.0,5724,500.0,1 Day,1.0,250.0,Yes,,,,
PP451,VEN008,PANNALAL SEAL & SONS,BOND PAPER,JK EXCEL BOND,JK,100.0,Paper,White,18*23,414,4.3884,106.0,2194.2,500.0,1 Day,1.0,250.0,Yes,,,,
PP452,VEN008,PANNALAL SEAL & SONS,BOND PAPER,JK EXCEL BOND,JK,80.0,Paper,White,17*24,408,3.45984,106.0,1729.92,500.0,1 Day,1.0,250.0,Yes,,,,
PP453,VEN008,PANNALAL SEAL & SONS,BOND PAPER,JK EXCEL BOND,JK,80.0,Paper,White,18*23,414,3.51072,106.0,1755.36,500.0,1 Day,1.0,250.0,Yes,,,,
PP454,VEN008,PANNALAL SEAL & SONS,Coated Paper (C2S),GLOSS ART PAPER,HI COAT,170.0,Paper,White,25*36,900,16.218,106.0,8109,500.0,1 Day,1.0,,Yes,,,,
PP455,VEN008,PANNALAL SEAL & SONS,MATT,GLOSS ART PAPER,HI COAT,170.0,Paper,White,25*36,900,16.218,106.0,8109,500.0,1 Day,1.0,,Yes,,,,
PP456,VEN008,PANNALAL SEAL & SONS,Adhesive Coated ,GUMMING SHEET(AVERY),AVERY,,Paper,White,12*18,216,5.1,,2550,500.0,1 Day,1.0,100.0,Yes,,,,
PP457,VEN008,PANNALAL SEAL & SONS,Adhesive Coated ,GUMMING SHEET(AVERY),AVERY,,Paper,White,18*24,432,8.75,,4375,500.0,1 Day,1.0,100.0,Yes,,,,
PP458,VEN008,PANNALAL SEAL & SONS,Adhesive Coated ,GUMMING SHEET(AVERY),AVERY,,Paper,White,20*30,600,11.7,,5850,500.0,1 Day,1.0,100.0,Yes,,,,
PP459,VEN008,PANNALAL SEAL & SONS,Adhesive Coated ,GUMMING SHEET(AVERY),AVERY,,Paper,White,18*23,414,8.4,,4200,500.0,1 Day,1.0,100.0,Yes,,,,
PP460,VEN008,PANNALAL SEAL & SONS,Coated Paper (C2S),HIZINE,BALLARPUR,120.0,Paper,White,25*36,900,,82.0,0,500.0,1 Day,1.0,250.0,Yes,,,,
PP461,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,300.0,Paper,White,25*36,900,21.33,79.0,10665,500.0,1 Day,1.0,100.0,yes,,,,
PP462,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,300.0,Paper,White,23*36,828,19.6236,79.0,9811.8,500.0,1 Day,1.0,100.0,yes,,,,
PP463,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,350.0,Paper,White,25*36,900,24.885,79.0,12442.5,500.0,1 Day,1.0,100.0,yes,,,,
PP464,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,350.0,Paper,White,23*36,828,22.8942,79.0,11447.1,500.0,1 Day,1.0,100.0,yes,,,,
PP465,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,320.0,Paper,White,25*36,900,22.752,79.0,11376,500.0,1 Day,1.0,100.0,yes,,,,
PP466,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,260.0,Paper,White,24.25*17.76,430.68,8.8461672,79.0,4423.0836,500.0,1 Day,1.0,100.0,yes,,,,
PP467,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,250.0,Paper,White,23*36,828,16.353,79.0,8176.5,500.0,1 Day,1.0,100.0,yes,,,,
PP468,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,250.0,Paper,White,25*36,900,17.775,79.0,8887.5,500.0,1 Day,1.0,100.0,yes,,,,
PP469,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,250.0,Paper,White,31*42,1302,25.7145,79.0,12857.25,500.0,1 Day,1.0,100.0,yes,,,,
PP470,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,220.0,Paper,White,28*33,924,16.05912,79.0,8029.56,500.0,1 Day,1.0,100.0,yes,,,,
PP471,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,220.0,Paper,White,31.5*41,1291.5,22.44627,79.0,11223.135,500.0,1 Day,1.0,100.0,yes,,,,
PP472,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,220.0,Paper,White,32*42,1344,23.35872,79.0,11679.36,500.0,1 Day,1.0,100.0,yes,,,,
PP473,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,200.0,Paper,White,22*28,616,9.7328,79.0,4866.4,500.0,1 Day,1.0,100.0,yes,,,,
PP474,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,200.0,Paper,White,25*36,900,14.22,79.0,7110,500.0,1 Day,1.0,100.0,yes,,,,
PP475,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,200.0,Paper,White,25*38,950,15.01,79.0,7505,500.0,1 Day,1.0,100.0,yes,,,,
PP476,VEN009,A.K. TRADING PVT LTD,Coated Paper (C2S),GLAMKOT,EMAMI,200.0,Paper,White,32*42,1344,21.2352,79.0,10617.6,500.0,1 Day,1.0,100.0,yes,,,,
,,,82.20338983,,,,,,,,,,,,,,,,,,,
